Gene Ontology	Bacteria	Paper ID
leukocyte activation	Staphylococcus aureus	11901198
myeloid leukocyte activation	Staphylococcus aureus	11901198
macrophage activation	Staphylococcus aureus	11901198
immune system process	Staphylococcus aureus	11901198
leukocyte activation	Staphylococcus aureus	30910970
myeloid leukocyte activation	Staphylococcus aureus	30910970
macrophage activation	Staphylococcus aureus	30910970
immune system process	Staphylococcus aureus	30910970
leukocyte activation	Staphylococcus aureus	29463677
myeloid leukocyte activation	Staphylococcus aureus	29463677
macrophage activation	Staphylococcus aureus	29463677
immune system process	Staphylococcus aureus	29463677
leukocyte activation	Staphylococcus aureus	19279651
myeloid leukocyte activation	Staphylococcus aureus	19279651
macrophage activation	Staphylococcus aureus	19279651
leukocyte activation	Staphylococcus aureus	27246346
myeloid leukocyte activation	Staphylococcus aureus	27246346
macrophage activation	Staphylococcus aureus	27246346
immune system process	Staphylococcus aureus	27246346
leukocyte activation	Staphylococcus aureus	33014868
myeloid leukocyte activation	Staphylococcus aureus	33014868
macrophage activation	Staphylococcus aureus	33014868
leukocyte activation	Staphylococcus aureus	30279591
myeloid leukocyte activation	Staphylococcus aureus	30279591
macrophage activation	Staphylococcus aureus	30279591
immune system process	Staphylococcus aureus	30279591
leukocyte activation	Staphylococcus aureus	26143532
myeloid leukocyte activation	Staphylococcus aureus	26143532
macrophage activation	Staphylococcus aureus	26143532
leukocyte activation	Staphylococcus aureus	27707882
myeloid leukocyte activation	Staphylococcus aureus	27707882
macrophage activation	Staphylococcus aureus	27707882
immune system process	Staphylococcus aureus	27707882
macrophage activation	Staphylococcus aureus	32466439
leukocyte activation	Staphylococcus aureus	21098092
myeloid leukocyte activation	Staphylococcus aureus	21098092
macrophage activation	Staphylococcus aureus	21098092
immune system process	Staphylococcus aureus	21098092
leukocyte activation	Staphylococcus aureus	16299308
myeloid leukocyte activation	Staphylococcus aureus	16299308
macrophage activation	Staphylococcus aureus	16299308
leukocyte activation	Staphylococcus aureus	32879802
myeloid leukocyte activation	Staphylococcus aureus	32879802
macrophage activation	Staphylococcus aureus	32879802
leukocyte activation	Staphylococcus aureus	30897154
myeloid leukocyte activation	Staphylococcus aureus	30897154
macrophage activation	Staphylococcus aureus	30897154
leukocyte activation	Staphylococcus aureus	33363113
myeloid leukocyte activation	Staphylococcus aureus	33363113
macrophage activation	Staphylococcus aureus	33363113
leukocyte activation	Staphylococcus aureus	28970865
myeloid leukocyte activation	Staphylococcus aureus	28970865
macrophage activation	Staphylococcus aureus	28970865
immune system process	Staphylococcus aureus	28970865
macrophage activation	Staphylococcus aureus	28941536
leukocyte activation	Staphylococcus aureus	22754342
myeloid leukocyte activation	Staphylococcus aureus	22754342
macrophage activation	Staphylococcus aureus	22754342
immune system process	Staphylococcus aureus	22754342
leukocyte activation	Staphylococcus aureus	31366611
myeloid leukocyte activation	Staphylococcus aureus	31366611
macrophage activation	Staphylococcus aureus	31366611
leukocyte activation	Staphylococcus aureus	30532791
myeloid leukocyte activation	Staphylococcus aureus	30532791
macrophage activation	Staphylococcus aureus	30532791
immune system process	Staphylococcus aureus	30532791
leukocyte activation	Staphylococcus aureus	33233429
myeloid leukocyte activation	Staphylococcus aureus	33233429
macrophage activation	Staphylococcus aureus	33233429
leukocyte activation	Staphylococcus aureus	8102388
myeloid leukocyte activation	Staphylococcus aureus	8102388
macrophage activation	Staphylococcus aureus	8102388
immune system process	Staphylococcus aureus	8102388
leukocyte activation	Staphylococcus aureus	23533313
myeloid leukocyte activation	Staphylococcus aureus	23533313
macrophage activation	Staphylococcus aureus	23533313
leukocyte activation	Staphylococcus aureus	25120288
myeloid leukocyte activation	Staphylococcus aureus	25120288
macrophage activation	Staphylococcus aureus	25120288
immune system process	Staphylococcus aureus	25120288
leukocyte activation	Staphylococcus aureus	23332159
myeloid leukocyte activation	Staphylococcus aureus	23332159
macrophage activation	Staphylococcus aureus	23332159
leukocyte activation	Staphylococcus aureus	27298243
myeloid leukocyte activation	Staphylococcus aureus	27298243
macrophage activation	Staphylococcus aureus	27298243
immune system process	Staphylococcus aureus	27298243
leukocyte activation	Staphylococcus aureus	28629361
myeloid leukocyte activation	Staphylococcus aureus	28629361
macrophage activation	Staphylococcus aureus	28629361
immune system process	Staphylococcus aureus	28629361
leukocyte activation	Staphylococcus aureus	10377117
myeloid leukocyte activation	Staphylococcus aureus	10377117
macrophage activation	Staphylococcus aureus	10377117
immune system process	Staphylococcus aureus	10377117
leukocyte activation	Staphylococcus aureus	27630733
myeloid leukocyte activation	Staphylococcus aureus	27630733
macrophage activation	Staphylococcus aureus	27630733
immune system process	Staphylococcus aureus	27630733
leukocyte activation	Staphylococcus aureus	25822753
myeloid leukocyte activation	Staphylococcus aureus	25822753
macrophage activation	Staphylococcus aureus	25822753
immune system process	Staphylococcus aureus	25822753
leukocyte activation	Staphylococcus aureus	32850481
myeloid leukocyte activation	Staphylococcus aureus	32850481
macrophage activation	Staphylococcus aureus	32850481
leukocyte activation	Staphylococcus aureus	28542482
myeloid leukocyte activation	Staphylococcus aureus	28542482
macrophage activation	Staphylococcus aureus	28542482
immune system process	Staphylococcus aureus	28542482
leukocyte activation	Staphylococcus aureus	17525287
myeloid leukocyte activation	Staphylococcus aureus	17525287
macrophage activation	Staphylococcus aureus	17525287
immune system process	Staphylococcus aureus	17525287
leukocyte activation	Staphylococcus aureus	29892285
myeloid leukocyte activation	Staphylococcus aureus	29892285
macrophage activation	Staphylococcus aureus	29892285
leukocyte activation	Staphylococcus aureus	32908186
myeloid leukocyte activation	Staphylococcus aureus	32908186
macrophage activation	Staphylococcus aureus	32908186
immune system process	Staphylococcus aureus	32908186
leukocyte activation	Staphylococcus aureus	32796836
myeloid leukocyte activation	Staphylococcus aureus	32796836
macrophage activation	Staphylococcus aureus	32796836
immune system process	Staphylococcus aureus	32796836
leukocyte activation	Staphylococcus aureus	26172831
myeloid leukocyte activation	Staphylococcus aureus	26172831
macrophage activation	Staphylococcus aureus	26172831
immune system process	Staphylococcus aureus	26172831
leukocyte activation	Staphylococcus aureus	19381294
myeloid leukocyte activation	Staphylococcus aureus	19381294
macrophage activation	Staphylococcus aureus	19381294
immune system process	Staphylococcus aureus	19381294
leukocyte activation	Staphylococcus aureus	22777400
myeloid leukocyte activation	Staphylococcus aureus	22777400
macrophage activation	Staphylococcus aureus	22777400
immune system process	Staphylococcus aureus	22777400
myeloid leukocyte activation	Staphylococcus aureus	27157064
macrophage activation	Staphylococcus aureus	27157064
leukocyte activation	Staphylococcus aureus	32256642
myeloid leukocyte activation	Staphylococcus aureus	32256642
macrophage activation	Staphylococcus aureus	32256642
immune system process	Staphylococcus aureus	32256642
leukocyte activation	Staphylococcus aureus	32323751
myeloid leukocyte activation	Staphylococcus aureus	32323751
macrophage activation	Staphylococcus aureus	32323751
immune system process	Staphylococcus aureus	32323751
leukocyte activation	Staphylococcus aureus	29104934
myeloid leukocyte activation	Staphylococcus aureus	29104934
macrophage activation	Staphylococcus aureus	29104934
immune system process	Staphylococcus aureus	29104934
leukocyte activation	Staphylococcus aureus	28750089
myeloid leukocyte activation	Staphylococcus aureus	28750089
macrophage activation	Staphylococcus aureus	28750089
immune system process	Staphylococcus aureus	28750089
leukocyte activation	Staphylococcus aureus	32582657
myeloid leukocyte activation	Staphylococcus aureus	32582657
macrophage activation	Staphylococcus aureus	32582657
leukocyte activation	Staphylococcus aureus	11159964
myeloid leukocyte activation	Staphylococcus aureus	11159964
macrophage activation	Staphylococcus aureus	11159964
immune system process	Staphylococcus aureus	11159964
leukocyte activation	Staphylococcus aureus	27810644
myeloid leukocyte activation	Staphylococcus aureus	27810644
macrophage activation	Staphylococcus aureus	27810644
leukocyte activation	Staphylococcus aureus	28702025
myeloid leukocyte activation	Staphylococcus aureus	28702025
macrophage activation	Staphylococcus aureus	28702025
leukocyte activation	Staphylococcus aureus	17485448
myeloid leukocyte activation	Staphylococcus aureus	17485448
macrophage activation	Staphylococcus aureus	17485448
immune system process	Staphylococcus aureus	17485448
leukocyte activation	Staphylococcus aureus	32093296
myeloid leukocyte activation	Staphylococcus aureus	32093296
macrophage activation	Staphylococcus aureus	32093296
leukocyte activation	Staphylococcus aureus	24477914
myeloid leukocyte activation	Staphylococcus aureus	24477914
macrophage activation	Staphylococcus aureus	24477914
leukocyte activation	Staphylococcus aureus	23209344
myeloid leukocyte activation	Staphylococcus aureus	23209344
macrophage activation	Staphylococcus aureus	23209344
immune system process	Staphylococcus aureus	23209344
leukocyte activation	Staphylococcus aureus	25392121
myeloid leukocyte activation	Staphylococcus aureus	25392121
macrophage activation	Staphylococcus aureus	25392121
immune system process	Staphylococcus aureus	25392121
leukocyte activation	Staphylococcus aureus	32153410
myeloid leukocyte activation	Staphylococcus aureus	32153410
macrophage activation	Staphylococcus aureus	32153410
leukocyte activation	Staphylococcus aureus	31662455
myeloid leukocyte activation	Staphylococcus aureus	31662455
macrophage activation	Staphylococcus aureus	31662455
leukocyte activation	Staphylococcus aureus	31243208
myeloid leukocyte activation	Staphylococcus aureus	31243208
macrophage activation	Staphylococcus aureus	31243208
immune system process	Staphylococcus aureus	31243208
leukocyte activation	Staphylococcus aureus	30787140
myeloid leukocyte activation	Staphylococcus aureus	30787140
macrophage activation	Staphylococcus aureus	30787140
immune system process	Staphylococcus aureus	30787140
leukocyte activation	Staphylococcus aureus	32884326
myeloid leukocyte activation	Staphylococcus aureus	32884326
macrophage activation	Staphylococcus aureus	32884326
immune system process	Staphylococcus aureus	32884326
leukocyte activation	influenza virus	32471251
myeloid leukocyte activation	influenza virus	32471251
macrophage activation	influenza virus	32471251
leukocyte activation	influenza virus	21622562
myeloid leukocyte activation	influenza virus	21622562
macrophage activation	influenza virus	21622562
immune system process	influenza virus	21622562
leukocyte activation	influenza virus	33003377
myeloid leukocyte activation	influenza virus	33003377
macrophage activation	influenza virus	33003377
leukocyte activation	influenza virus	24352454
myeloid leukocyte activation	influenza virus	24352454
macrophage activation	influenza virus	24352454
leukocyte activation	influenza virus	32992282
myeloid leukocyte activation	influenza virus	32992282
macrophage activation	influenza virus	32992282
leukocyte activation	influenza virus	28405622
myeloid leukocyte activation	influenza virus	28405622
macrophage activation	influenza virus	28405622
leukocyte activation	influenza virus	33304473
myeloid leukocyte activation	influenza virus	33304473
macrophage activation	influenza virus	33304473
leukocyte activation	influenza virus	32801840
myeloid leukocyte activation	influenza virus	32801840
macrophage activation	influenza virus	32801840
leukocyte activation	influenza virus	31469581
myeloid leukocyte activation	influenza virus	31469581
macrophage activation	influenza virus	31469581
immune system process	influenza virus	31469581
leukocyte activation	influenza virus	26169064
myeloid leukocyte activation	influenza virus	26169064
macrophage activation	influenza virus	26169064
immune system process	influenza virus	26169064
leukocyte activation	influenza virus	20543109
myeloid leukocyte activation	influenza virus	20543109
macrophage activation	influenza virus	20543109
myeloid leukocyte activation	influenza virus	32656939
macrophage activation	influenza virus	32656939
leukocyte activation	influenza virus	32896750
myeloid leukocyte activation	influenza virus	32896750
macrophage activation	influenza virus	32896750
leukocyte activation	influenza virus	25775126
myeloid leukocyte activation	influenza virus	25775126
macrophage activation	influenza virus	25775126
immune system process	influenza virus	25775126
leukocyte activation	influenza virus	22899878
myeloid leukocyte activation	influenza virus	22899878
macrophage activation	influenza virus	22899878
immune system process	influenza virus	22899878
leukocyte activation	influenza virus	32663575
myeloid leukocyte activation	influenza virus	32663575
macrophage activation	influenza virus	32663575
macrophage activation	influenza virus	33073244
leukocyte activation	influenza virus	32425712
myeloid leukocyte activation	influenza virus	32425712
macrophage activation	influenza virus	32425712
leukocyte activation	influenza virus	19556424
myeloid leukocyte activation	influenza virus	19556424
macrophage activation	influenza virus	19556424
immune system process	influenza virus	19556424
leukocyte activation	influenza virus	33042360
myeloid leukocyte activation	influenza virus	33042360
macrophage activation	influenza virus	33042360
leukocyte activation	influenza virus	28967558
myeloid leukocyte activation	influenza virus	28967558
macrophage activation	influenza virus	28967558
immune system process	influenza virus	28967558
leukocyte activation	influenza virus	30157897
myeloid leukocyte activation	influenza virus	30157897
macrophage activation	influenza virus	30157897
leukocyte activation	influenza virus	33121920
myeloid leukocyte activation	influenza virus	33121920
macrophage activation	influenza virus	33121920
leukocyte activation	influenza virus	32366746
myeloid leukocyte activation	influenza virus	32366746
macrophage activation	influenza virus	32366746
leukocyte activation	influenza virus	24760848
myeloid leukocyte activation	influenza virus	24760848
macrophage activation	influenza virus	24760848
leukocyte activation	influenza virus	25309536
myeloid leukocyte activation	influenza virus	25309536
macrophage activation	influenza virus	25309536
leukocyte activation	influenza virus	32754161
myeloid leukocyte activation	influenza virus	32754161
macrophage activation	influenza virus	32754161
leukocyte activation	influenza virus	25165812
myeloid leukocyte activation	influenza virus	25165812
macrophage activation	influenza virus	25165812
immune system process	influenza virus	25165812
leukocyte activation	influenza virus	33113418
myeloid leukocyte activation	influenza virus	33113418
macrophage activation	influenza virus	33113418
leukocyte activation	influenza virus	26928844
myeloid leukocyte activation	influenza virus	26928844
macrophage activation	influenza virus	26928844
myeloid leukocyte activation	influenza virus	23469251
macrophage activation	influenza virus	23469251
leukocyte activation	influenza virus	23219158
myeloid leukocyte activation	influenza virus	23219158
macrophage activation	influenza virus	23219158
leukocyte activation	influenza virus	25612251
myeloid leukocyte activation	influenza virus	25612251
macrophage activation	influenza virus	25612251
leukocyte activation	influenza virus	29496540
myeloid leukocyte activation	influenza virus	29496540
macrophage activation	influenza virus	29496540
leukocyte activation	influenza virus	21234308
myeloid leukocyte activation	influenza virus	21234308
macrophage activation	influenza virus	21234308
macrophage activation	influenza virus	32739471
leukocyte activation	influenza virus	31193303
myeloid leukocyte activation	influenza virus	31193303
macrophage activation	influenza virus	31193303
immune system process	influenza virus	31193303
leukocyte activation	influenza virus	30115864
myeloid leukocyte activation	influenza virus	30115864
macrophage activation	influenza virus	30115864
leukocyte activation	influenza virus	28282491
myeloid leukocyte activation	influenza virus	28282491
macrophage activation	influenza virus	28282491
immune system process	influenza virus	28282491
leukocyte activation	influenza virus	28399888
myeloid leukocyte activation	influenza virus	28399888
macrophage activation	influenza virus	28399888
myeloid leukocyte activation	influenza virus	26035247
macrophage activation	influenza virus	26035247
leukocyte activation	influenza virus	18423196
myeloid leukocyte activation	influenza virus	18423196
macrophage activation	influenza virus	18423196
immune system process	influenza virus	18423196
leukocyte activation	influenza virus	32992843
myeloid leukocyte activation	influenza virus	32992843
macrophage activation	influenza virus	32992843
leukocyte activation	influenza virus	24696488
myeloid leukocyte activation	influenza virus	24696488
macrophage activation	influenza virus	24696488
leukocyte activation	influenza virus	30254626
myeloid leukocyte activation	influenza virus	30254626
macrophage activation	influenza virus	30254626
leukocyte activation	influenza virus	25166904
myeloid leukocyte activation	influenza virus	25166904
macrophage activation	influenza virus	25166904
immune system process	influenza virus	25166904
leukocyte activation	influenza virus	30891035
myeloid leukocyte activation	influenza virus	30891035
macrophage activation	influenza virus	30891035
immune system process	influenza virus	30891035
leukocyte activation	influenza virus	32534175
myeloid leukocyte activation	influenza virus	32534175
macrophage activation	influenza virus	32534175
leukocyte activation	influenza virus	31612153
myeloid leukocyte activation	influenza virus	31612153
macrophage activation	influenza virus	31612153
leukocyte activation	influenza virus	25010388
myeloid leukocyte activation	influenza virus	25010388
macrophage activation	influenza virus	25010388
leukocyte activation	influenza virus	24574232
myeloid leukocyte activation	influenza virus	24574232
macrophage activation	influenza virus	24574232
immune system process	influenza virus	24574232
leukocyte activation	influenza virus	18566437
myeloid leukocyte activation	influenza virus	18566437
macrophage activation	influenza virus	18566437
leukocyte activation	influenza virus	30674681
myeloid leukocyte activation	influenza virus	30674681
macrophage activation	influenza virus	30674681
immune system process	influenza virus	30674681
leukocyte activation	influenza virus	32760409
myeloid leukocyte activation	influenza virus	32760409
macrophage activation	influenza virus	32760409
leukocyte activation	influenza virus	18161744
myeloid leukocyte activation	influenza virus	18161744
macrophage activation	influenza virus	18161744
immune system process	influenza virus	18161744
leukocyte activation	influenza virus	31197363
myeloid leukocyte activation	influenza virus	31197363
macrophage activation	influenza virus	31197363
leukocyte activation	influenza virus	29077752
myeloid leukocyte activation	influenza virus	29077752
macrophage activation	influenza virus	29077752
immune system process	influenza virus	29077752
leukocyte activation	influenza virus	32404914
myeloid leukocyte activation	influenza virus	32404914
macrophage activation	influenza virus	32404914
leukocyte activation	influenza virus	28935918
myeloid leukocyte activation	influenza virus	28935918
macrophage activation	influenza virus	28935918
leukocyte activation	influenza virus	28667761
myeloid leukocyte activation	influenza virus	28667761
macrophage activation	influenza virus	28667761
immune system process	influenza virus	28667761
leukocyte activation	influenza virus	30619303
myeloid leukocyte activation	influenza virus	30619303
macrophage activation	influenza virus	30619303
immune system process	influenza virus	30619303
leukocyte activation	influenza virus	32488318
myeloid leukocyte activation	influenza virus	32488318
macrophage activation	influenza virus	32488318
macrophage activation	influenza virus	32867244
leukocyte activation	influenza virus	32966828
myeloid leukocyte activation	influenza virus	32966828
macrophage activation	influenza virus	32966828
immune system process	influenza virus	32966828
leukocyte activation	influenza virus	28289719
myeloid leukocyte activation	influenza virus	28289719
macrophage activation	influenza virus	28289719
immune system process	influenza virus	28289719
leukocyte activation	influenza virus	25934804
myeloid leukocyte activation	influenza virus	25934804
macrophage activation	influenza virus	25934804
leukocyte activation	influenza virus	27795435
myeloid leukocyte activation	influenza virus	27795435
macrophage activation	influenza virus	27795435
leukocyte activation	influenza virus	22259647
myeloid leukocyte activation	influenza virus	22259647
macrophage activation	influenza virus	22259647
immune system process	influenza virus	22259647
leukocyte activation	influenza virus	23012413
myeloid leukocyte activation	influenza virus	23012413
macrophage activation	influenza virus	23012413
immune system process	influenza virus	23012413
macrophage activation	influenza virus	29157272
leukocyte activation	influenza virus	32320677
myeloid leukocyte activation	influenza virus	32320677
macrophage activation	influenza virus	32320677
immune system process	influenza virus	32320677
leukocyte activation	influenza virus	20976081
myeloid leukocyte activation	influenza virus	20976081
macrophage activation	influenza virus	20976081
leukocyte activation	influenza virus	28298903
myeloid leukocyte activation	influenza virus	28298903
macrophage activation	influenza virus	28298903
leukocyte activation	influenza virus	21339814
myeloid leukocyte activation	influenza virus	21339814
macrophage activation	influenza virus	21339814
immune system process	influenza virus	21339814
leukocyte activation	influenza virus	32721181
myeloid leukocyte activation	influenza virus	32721181
macrophage activation	influenza virus	32721181
immune system process	influenza virus	32721181
leukocyte activation	influenza virus	24137104
myeloid leukocyte activation	influenza virus	24137104
macrophage activation	influenza virus	24137104
immune system process	influenza virus	24137104
leukocyte activation	influenza virus	25364509
myeloid leukocyte activation	influenza virus	25364509
macrophage activation	influenza virus	25364509
myeloid leukocyte activation	influenza virus	18688283
macrophage activation	influenza virus	18688283
leukocyte activation	influenza virus	32724461
myeloid leukocyte activation	influenza virus	32724461
macrophage activation	influenza virus	32724461
immune system process	influenza virus	32724461
leukocyte activation	influenza virus	33390800
myeloid leukocyte activation	influenza virus	33390800
macrophage activation	influenza virus	33390800
immune system process	influenza virus	33390800
leukocyte activation	influenza virus	32569696
myeloid leukocyte activation	influenza virus	32569696
macrophage activation	influenza virus	32569696
immune system process	influenza virus	32569696
leukocyte activation	influenza virus	25294953
myeloid leukocyte activation	influenza virus	25294953
macrophage activation	influenza virus	25294953
immune system process	influenza virus	25294953
leukocyte activation	influenza virus	24655298
myeloid leukocyte activation	influenza virus	24655298
macrophage activation	influenza virus	24655298
leukocyte activation	influenza virus	27536272
myeloid leukocyte activation	influenza virus	27536272
macrophage activation	influenza virus	27536272
leukocyte activation	influenza virus	21425123
myeloid leukocyte activation	influenza virus	21425123
macrophage activation	influenza virus	21425123
immune system process	influenza virus	21425123
leukocyte activation	influenza virus	32760407
myeloid leukocyte activation	influenza virus	32760407
macrophage activation	influenza virus	32760407
leukocyte activation	influenza virus	32879472
myeloid leukocyte activation	influenza virus	32879472
macrophage activation	influenza virus	32879472
macrophage activation	influenza virus	27356904
leukocyte activation	influenza virus	32201335
myeloid leukocyte activation	influenza virus	32201335
macrophage activation	influenza virus	32201335
leukocyte activation	influenza virus	26677183
myeloid leukocyte activation	influenza virus	26677183
macrophage activation	influenza virus	26677183
leukocyte activation	influenza virus	30998505
myeloid leukocyte activation	influenza virus	30998505
macrophage activation	influenza virus	30998505
immune system process	influenza virus	30998505
leukocyte activation	influenza virus	32646061
myeloid leukocyte activation	influenza virus	32646061
macrophage activation	influenza virus	32646061
leukocyte activation	influenza virus	28938693
myeloid leukocyte activation	influenza virus	28938693
macrophage activation	influenza virus	28938693
leukocyte activation	influenza virus	33028824
myeloid leukocyte activation	influenza virus	33028824
macrophage activation	influenza virus	33028824
leukocyte activation	influenza virus	26106433
myeloid leukocyte activation	influenza virus	26106433
macrophage activation	influenza virus	26106433
immune system process	influenza virus	26106433
leukocyte activation	influenza virus	27311020
myeloid leukocyte activation	influenza virus	27311020
macrophage activation	influenza virus	27311020
macrophage activation	influenza virus	33142828
leukocyte activation	influenza virus	26095366
myeloid leukocyte activation	influenza virus	26095366
macrophage activation	influenza virus	26095366
leukocyte activation	influenza virus	26681794
myeloid leukocyte activation	influenza virus	26681794
macrophage activation	influenza virus	26681794
leukocyte activation	influenza virus	32681497
myeloid leukocyte activation	influenza virus	32681497
macrophage activation	influenza virus	32681497
immune system process	influenza virus	32681497
leukocyte activation	influenza virus	27149619
myeloid leukocyte activation	influenza virus	27149619
macrophage activation	influenza virus	27149619
leukocyte activation	influenza virus	31623122
myeloid leukocyte activation	influenza virus	31623122
macrophage activation	influenza virus	31623122
macrophage activation	influenza virus	26148331
leukocyte activation	influenza virus	27194758
myeloid leukocyte activation	influenza virus	27194758
macrophage activation	influenza virus	27194758
leukocyte activation	influenza virus	33171276
myeloid leukocyte activation	influenza virus	33171276
macrophage activation	influenza virus	33171276
leukocyte activation	influenza virus	32782493
myeloid leukocyte activation	influenza virus	32782493
macrophage activation	influenza virus	32782493
immune system process	influenza virus	32782493
leukocyte activation	influenza virus	33059127
myeloid leukocyte activation	influenza virus	33059127
macrophage activation	influenza virus	33059127
myeloid leukocyte activation	influenza virus	22937776
macrophage activation	influenza virus	22937776
leukocyte activation	influenza virus	27657028
myeloid leukocyte activation	influenza virus	27657028
macrophage activation	influenza virus	27657028
leukocyte activation	influenza virus	32220976
myeloid leukocyte activation	influenza virus	32220976
macrophage activation	influenza virus	32220976
leukocyte activation	influenza virus	32727906
myeloid leukocyte activation	influenza virus	32727906
macrophage activation	influenza virus	32727906
immune system process	influenza virus	32727906
leukocyte activation	influenza virus	25763131
myeloid leukocyte activation	influenza virus	25763131
macrophage activation	influenza virus	25763131
leukocyte activation	influenza virus	30402955
myeloid leukocyte activation	influenza virus	30402955
macrophage activation	influenza virus	30402955
immune system process	influenza virus	30402955
leukocyte activation	influenza virus	26813341
myeloid leukocyte activation	influenza virus	26813341
macrophage activation	influenza virus	26813341
leukocyte activation	influenza virus	27286794
myeloid leukocyte activation	influenza virus	27286794
macrophage activation	influenza virus	27286794
leukocyte activation	influenza virus	26335719
myeloid leukocyte activation	influenza virus	26335719
macrophage activation	influenza virus	26335719
leukocyte activation	influenza virus	33233429
myeloid leukocyte activation	influenza virus	33233429
macrophage activation	influenza virus	33233429
leukocyte activation	influenza virus	33184475
myeloid leukocyte activation	influenza virus	33184475
macrophage activation	influenza virus	33184475
leukocyte activation	influenza virus	24376467
myeloid leukocyte activation	influenza virus	24376467
macrophage activation	influenza virus	24376467
leukocyte activation	influenza virus	30410471
myeloid leukocyte activation	influenza virus	30410471
macrophage activation	influenza virus	30410471
leukocyte activation	influenza virus	32793615
myeloid leukocyte activation	influenza virus	32793615
macrophage activation	influenza virus	32793615
immune system process	influenza virus	32793615
leukocyte activation	influenza virus	29247988
myeloid leukocyte activation	influenza virus	29247988
macrophage activation	influenza virus	29247988
immune system process	influenza virus	29247988
leukocyte activation	influenza virus	28481462
myeloid leukocyte activation	influenza virus	28481462
macrophage activation	influenza virus	28481462
immune system process	influenza virus	28481462
leukocyte activation	influenza virus	28629361
myeloid leukocyte activation	influenza virus	28629361
macrophage activation	influenza virus	28629361
immune system process	influenza virus	28629361
leukocyte activation	influenza virus	27647836
myeloid leukocyte activation	influenza virus	27647836
macrophage activation	influenza virus	27647836
immune system process	influenza virus	27647836
leukocyte activation	influenza virus	29079611
myeloid leukocyte activation	influenza virus	29079611
macrophage activation	influenza virus	29079611
immune system process	influenza virus	29079611
macrophage activation	influenza virus	20568833
leukocyte activation	influenza virus	25625853
myeloid leukocyte activation	influenza virus	25625853
macrophage activation	influenza virus	25625853
leukocyte activation	influenza virus	33254486
myeloid leukocyte activation	influenza virus	33254486
macrophage activation	influenza virus	33254486
immune system process	influenza virus	33254486
myeloid leukocyte activation	influenza virus	27157064
macrophage activation	influenza virus	27157064
leukocyte activation	influenza virus	30049972
myeloid leukocyte activation	influenza virus	30049972
macrophage activation	influenza virus	30049972
leukocyte activation	influenza virus	31396220
myeloid leukocyte activation	influenza virus	31396220
macrophage activation	influenza virus	31396220
leukocyte activation	influenza virus	33038418
myeloid leukocyte activation	influenza virus	33038418
macrophage activation	influenza virus	33038418
leukocyte activation	influenza virus	32835247
myeloid leukocyte activation	influenza virus	32835247
macrophage activation	influenza virus	32835247
immune system process	influenza virus	32835247
leukocyte activation	influenza virus	22754655
myeloid leukocyte activation	influenza virus	22754655
macrophage activation	influenza virus	22754655
immune system process	influenza virus	22754655
leukocyte activation	influenza virus	19265154
myeloid leukocyte activation	influenza virus	19265154
macrophage activation	influenza virus	19265154
leukocyte activation	influenza virus	27324243
myeloid leukocyte activation	influenza virus	27324243
macrophage activation	influenza virus	27324243
leukocyte activation	influenza virus	16873250
myeloid leukocyte activation	influenza virus	16873250
macrophage activation	influenza virus	16873250
leukocyte activation	influenza virus	33291720
myeloid leukocyte activation	influenza virus	33291720
macrophage activation	influenza virus	33291720
eosinophil activation	Staphylococcus aureus	16428778
eosinophil degranulation	Staphylococcus aureus	16428778
granulocyte activation	Staphylococcus aureus	16428778
cell activation involved in immune response	Staphylococcus aureus	16428778
leukocyte mediated immunity	Staphylococcus aureus	16428778
leukocyte activation involved in immune response	Staphylococcus aureus	16428778
leukocyte degranulation	Staphylococcus aureus	16428778
immune effector process	Staphylococcus aureus	16428778
myeloid leukocyte activation	Staphylococcus aureus	16428778
myeloid cell activation involved in immune response	Staphylococcus aureus	16428778
eosinophil activation involved in immune response	Staphylococcus aureus	16428778
myeloid leukocyte mediated immunity	Staphylococcus aureus	16428778
eosinophil mediated immunity	Staphylococcus aureus	16428778
leukocyte activation	Staphylococcus aureus	16428778
eosinophil activation	influenza virus	25173090
eosinophil degranulation	influenza virus	25173090
granulocyte activation	influenza virus	25173090
cell activation involved in immune response	influenza virus	25173090
leukocyte mediated immunity	influenza virus	25173090
leukocyte activation involved in immune response	influenza virus	25173090
immune response	influenza virus	25173090
leukocyte degranulation	influenza virus	25173090
immune effector process	influenza virus	25173090
myeloid leukocyte activation	influenza virus	25173090
myeloid cell activation involved in immune response	influenza virus	25173090
immune system process	influenza virus	25173090
eosinophil activation involved in immune response	influenza virus	25173090
myeloid leukocyte mediated immunity	influenza virus	25173090
eosinophil mediated immunity	influenza virus	25173090
leukocyte activation	influenza virus	25173090
eosinophil activation	influenza virus	28179378
eosinophil degranulation	influenza virus	28179378
granulocyte activation	influenza virus	28179378
cell activation involved in immune response	influenza virus	28179378
leukocyte mediated immunity	influenza virus	28179378
leukocyte activation involved in immune response	influenza virus	28179378
leukocyte degranulation	influenza virus	28179378
immune effector process	influenza virus	28179378
myeloid leukocyte activation	influenza virus	28179378
myeloid cell activation involved in immune response	influenza virus	28179378
eosinophil activation involved in immune response	influenza virus	28179378
myeloid leukocyte mediated immunity	influenza virus	28179378
eosinophil mediated immunity	influenza virus	28179378
leukocyte activation	influenza virus	28179378
eosinophil activation	influenza virus	23575961
eosinophil degranulation	influenza virus	23575961
